#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:21126519	(2011) Tropomyosin is an interaction partner of the Drosophila coiled coil protein yuri gagarin.	10	20	1.87	2.70e-11	7227.FBpp0071448,7227.FBpp0072365,7227.FBpp0073484,7227.FBpp0073682,7227.FBpp0075491,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0089196,7227.FBpp0290753	Act57B,Lsp1gamma,Lsp1alpha,up,Fbp1,Mhc,Tm2,Tm1,chic,Rtnl1
PMID:29716962	(2018) Bruno-3 regulates sarcomere component expression and contributes to muscle phenotypes of myotonic dystrophy type 1.	6	30	1.47	1.38e-05	7227.FBpp0072306,7227.FBpp0074298,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0084565,7227.FBpp0088904	zip,wupA,Prm,Mhc,Mlc1,Tm1
PMID:28963798	(2017) TRiCCCT chaperonins are essential for maintaining myofibril organization, cardiac physiological rhythm, and lifespan.	6	30	1.47	1.38e-05	7227.FBpp0071448,7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	Act57B,zip,Mhc,Tm2,Mlc1,Tm1
PMID:22189912	(2013) Troponin T nuclear localization and its role in aging skeletal muscle.	4	4	2.17	1.38e-05	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904	up,wupA,Tm2,Tm1
PMID:15469415	(2005) Overexpression of troponin T in Drosophila muscles causes a decrease in the levels of thin-filament proteins.	4	4	2.17	1.38e-05	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904	up,wupA,Tm2,Tm1
PMID:14718560	(2004) Two functionally identical modular enhancers in Drosophila troponin T gene establish the correct protein levels in different muscle types.	4	4	2.17	1.38e-05	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904	up,wupA,Tm2,Tm1
PMID:11343969	(2000) A genetic approach to detect muscle protein interactions in vivo.	4	4	2.17	1.38e-05	7227.FBpp0072306,7227.FBpp0074298,7227.FBpp0080452,7227.FBpp0088904	zip,wupA,Mhc,Tm1
PMID:23358243	(2013) Immobile myosin-II plays a scaffolding role during cytokinesis in budding yeast.	5	15	1.69	1.72e-05	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	zip,Mhc,Tm2,Mlc1,Tm1
PMID:20346955	(2010) Extensive and modular intrinsically disordered segments in C. elegans TTN-1 and implications in filament binding, elasticity and oblique striation.	5	15	1.69	1.72e-05	7227.FBpp0072306,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Prm,Mhc,Tm2,Tm1
PMID:20625409	(2010) Mechanism of catch force: tethering of thick and thin filaments by twitchin.	5	15	1.69	1.72e-05	7227.FBpp0072306,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Prm,Mhc,Tm2,Tm1
PMID:30567354	(2018) Dissecting Pathogenetic Mechanisms and Therapeutic Strategies in Drosophila Models of Myotonic Dystrophy Type 1.	7	56	1.27	1.89e-05	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0084565,7227.FBpp0088904	zip,up,wupA,Prm,Mhc,Mlc1,Tm1
PMID:21637834	(2011) Drosophila eggshell production: identification of new genes and coordination by Pxt.	7	57	1.26	2.08e-05	7227.FBpp0070558,7227.FBpp0071150,7227.FBpp0076298,7227.FBpp0076299,7227.FBpp0076301,7227.FBpp0289676,7227.FBpp0305434	Rala,Cp36,Cp18,Cp15,Cp16,Cp38,Vm26Aa
PMID:30535417	(2018) Identifying Differential Gene Expression in Wing Polymorphism of Adult Males of the Largest Water Strider: De novo Transcriptome Assembly for Gigantometra gigas (Hemiptera: Gerridae).	5	16	1.67	2.12e-05	7227.FBpp0072306,7227.FBpp0074298,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0110269	zip,wupA,Mhc,Tm2,Lsd-2
PMID:28359939	(2017) Tropomyosin 1: Multiple roles in the developing heart and in the formation of congenital heart defects.	5	16	1.67	2.12e-05	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0080452,7227.FBpp0088546,7227.FBpp0088904	zip,up,Mhc,TpnC73F,Tm1
PMID:24500875	(2014) Tropomyosin is required for cardiac morphogenesis, myofibril assembly, and formation of adherens junctions in the developing mouse embryo.	5	16	1.67	2.12e-05	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088546,7227.FBpp0088904	up,wupA,Tm2,TpnC73F,Tm1
PMID:25189233	(2014) Roles of the troponin isoforms during indirect flight muscle development in Drosophila.	4	5	2.07	2.12e-05	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904	up,wupA,Tm2,Tm1
PMID:19382198	(2009) Myofibrillogenesis in skeletal muscle cells in zebrafish.	4	5	2.07	2.12e-05	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:17537787	(2007) Mef2s are required for thick filament formation in nascent muscle fibres.	5	16	1.67	2.12e-05	7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088546,7227.FBpp0088904	Mhc,Tm2,Mlc1,TpnC73F,Tm1
PMID:29541860	(2018) Mitochondrial calcium uptake in organ physiology: from molecular mechanism to animal models.	5	17	1.64	2.57e-05	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088546,7227.FBpp0088904	up,wupA,Tm2,TpnC73F,Tm1
PMID:30102150	(2018) Prolonged cross-bridge binding triggers muscle dysfunction in a Drosophila model of myosin-based hypertrophic cardiomyopathy.	4	6	1.99	3.36e-05	7227.FBpp0073682,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	up,Mhc,Tm2,Tm1
PMID:27107639	(2016) A Restrictive Cardiomyopathy Mutation in an Invariant Proline at the Myosin HeadRod Junction Enhances Head Flexibility and Function, Yielding Muscle Defects in Drosophila.	4	6	1.99	3.36e-05	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0080452,7227.FBpp0082535	up,wupA,Mhc,Tm2
PMID:16049195	(2005) The coevolution of insect muscle TpnT and TpnI gene isoforms.	4	6	1.99	3.36e-05	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904	up,wupA,Tm2,Tm1
PMID:11134017	(2001) Alternative exon-encoded regions of Drosophila myosin heavy chain modulate ATPase rates and actin sliding velocity.	4	6	1.99	3.36e-05	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:22577894	(2012) Fast skeletal muscle transcriptome of the gilthead sea bream (Sparus aurata) determined by next generation sequencing.	6	38	1.37	3.72e-05	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088546,7227.FBpp0088904	zip,Mhc,Tm2,Mlc1,TpnC73F,Tm1
PMID:22935533	(2012) Lost in transgenesis: a user's guide for genetically manipulating the mouse in cardiac research.	5	19	1.59	3.88e-05	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,up,Mhc,Tm2,Tm1
PMID:26822332	(2016) Muscle contraction phenotypic analysis enabled by optogenetics reveals functional relationships of sarcomere components in Caenorhabditis elegans.	5	20	1.57	4.78e-05	7227.FBpp0072306,7227.FBpp0074298,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,wupA,Mhc,Tm2,Tm1
PMID:22763458	(2012) Independent evolution of striated muscles in cnidarians and bilaterians.	5	20	1.57	4.78e-05	7227.FBpp0074298,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	wupA,Prm,Mhc,Tm2,Tm1
PMID:22013379	(2011) Tropomodulin capping of actin filaments in striated muscle development and physiology.	5	20	1.57	4.78e-05	7227.FBpp0072306,7227.FBpp0074298,7227.FBpp0080452,7227.FBpp0089196,7227.FBpp0297625	zip,wupA,Mhc,chic,tmod
PMID:26848968	(2016) Transgenic Expression of the Formin Protein Fhod3 Selectively in the Embryonic Heart: Role of Actin-Binding Activity of Fhod3 and Its Sarcomeric Localization during Myofibrillogenesis.	4	7	1.93	4.83e-05	7227.FBpp0073682,7227.FBpp0080452,7227.FBpp0089196,7227.FBpp0297625	up,Mhc,chic,tmod
PMID:18985725	(2009) Phosphorylation of tropomyosin extends cooperative binding of myosin beyond a single regulatory unit.	4	7	1.93	4.83e-05	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904	up,wupA,Tm2,Tm1
PMID:19216761	(2009) Lbx2 regulates formation of myofibrils.	4	7	1.93	4.83e-05	7227.FBpp0073682,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	up,Mhc,Tm2,Tm1
PMID:14990488	(2004) Drosophila muscle regulation characterized by electron microscopy and three-dimensional reconstruction of thin filament mutants.	4	7	1.93	4.83e-05	7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088546,7227.FBpp0088904	wupA,Tm2,TpnC73F,Tm1
PMID:24173399	(1996) Molecular characterization of myoplasmin-C1: a cytoskeletal component localized in the myoplasm of the ascidian egg.	4	7	1.93	4.83e-05	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:2852258	(1988) Troponin of asynchronous flight muscle.	4	7	1.93	4.83e-05	7227.FBpp0073682,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	up,Tm2,Mlc1,Tm1
PMID:22488942	(2012) Tropomodulins: pointed-end capping proteins that regulate actin filament architecture in diverse cell types.	5	21	1.55	5.44e-05	7227.FBpp0073682,7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0089196,7227.FBpp0297625	up,Tm2,Tm1,chic,tmod
PMID:20161164	(2009) Review of the results from the International C. elegans first experiment (ICE-FIRST).	5	21	1.55	5.44e-05	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088546,7227.FBpp0088904	zip,Mhc,Tm2,TpnC73F,Tm1
PMID:17380311	(2007) Regulation of cardiomyocyte differentiation of embryonic stem cells by extracellular signalling.	5	21	1.55	5.44e-05	7227.FBpp0073682,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	up,Mhc,Tm2,Mlc1,Tm1
PMID:27522922	(2016) Multifaceted biological insights from a draft genome sequence of the tobacco hornworm moth, Manduca sexta.	8	103	1.06	5.60e-05	7227.FBpp0072306,7227.FBpp0073069,7227.FBpp0074298,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088546,7227.FBpp0088904,7227.FBpp0110269	zip,Akh,wupA,Mhc,Tm2,TpnC73F,Tm1,Lsd-2
PMID:25720500	(2015) Rifampicin reduces advanced glycation end products and activates DAF-16 to increase lifespan in Caenorhabditis elegans.	6	43	1.32	6.29e-05	7227.FBpp0076270,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0081851,7227.FBpp0082535,7227.FBpp0088904	Argk,Prm,Mhc,Ugt35b,Tm2,Tm1
PMID:31113955	(2019) Ubiquitylome study identifies increased histone 2A ubiquitylation as an evolutionarily conserved aging biomarker.	5	22	1.53	6.37e-05	7227.FBpp0072306,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Prm,Mhc,Tm2,Tm1
PMID:28077621	(2017) Functional redundancy and nonredundancy between two Troponin C isoforms in Drosophila adult muscles.	5	22	1.53	6.37e-05	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088546	zip,up,Mhc,Tm2,TpnC73F
PMID:27518902	(2016) HIRA Is Required for Heart Development and Directly Regulates Tnni2 and Tnnt3.	5	22	1.53	6.37e-05	7227.FBpp0072365,7227.FBpp0073484,7227.FBpp0082535,7227.FBpp0088546,7227.FBpp0088904	Lsp1gamma,Lsp1alpha,Tm2,TpnC73F,Tm1
PMID:31228047	(2019) Small molecule studies: the fourth wave of muscle research.	4	8	1.87	6.41e-05	7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088546,7227.FBpp0088904	wupA,Tm2,TpnC73F,Tm1
PMID:29719515	(2018) Classifying Cardiac Actin Mutations Associated With Hypertrophic Cardiomyopathy.	4	8	1.87	6.41e-05	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:23942517	(2013) Post-transcriptional regulation of myotube elongation and myogenesis by Hoi Polloi.	4	8	1.87	6.41e-05	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:12975349	(2003) The interaction of tropomodulin with tropomyosin stabilizes thin filaments in cardiac myocytes.	4	8	1.87	6.41e-05	7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0297625	wupA,Tm2,Tm1,tmod
PMID:9105042	(1997) Point mutations in human beta cardiac myosin heavy chain have differential effects on sarcomeric structure and assembly: an ATP binding site change disrupts both thick and thin filaments, whereas hypertrophic cardiomyopathy mutations display ...	4	8	1.87	6.41e-05	7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	Mhc,Tm2,Mlc1,Tm1
PMID:18226220	(2008) Inferring gene expression dynamics via functional regression analysis.	5	23	1.51	7.24e-05	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0084565	zip,up,Prm,Mhc,Mlc1
PMID:31544173	(2018) An Integrative Analysis of Time-varying Regulatory Networks From High-dimensional Data.	4	9	1.82	8.79e-05	7227.FBpp0072306,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0084565	zip,Prm,Mhc,Mlc1
PMID:28174246	(2017) Mechanical tension and spontaneous muscle twitching precede the formation of cross-striated muscle in vivo.	4	9	1.82	8.79e-05	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:23812374	(2013) Single-molecule reconstitution of mRNA transport by a class V myosin.	4	9	1.82	8.79e-05	7227.FBpp0072306,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	zip,Tm2,Mlc1,Tm1
PMID:20844746	(2010) Electron tomography of cryofixed, isometrically contracting insect flight muscle reveals novel actin-myosin interactions.	4	9	1.82	8.79e-05	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:1549355	(1992) Nucleotide sequence analysis of human tpr cDNA clones.	4	9	1.82	8.79e-05	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:30650361	(2019) Rbf Activates the Myogenic Transcriptional Program to Promote Skeletal Muscle Differentiation.	6	48	1.27	9.94e-05	7227.FBpp0072306,7227.FBpp0080446,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0291653	zip,Cyt-c-p,Mhc,Tm2,Tm1,RpL30
PMID:25652540	(2015) Two bromodomain proteins functionally interact to recapitulate an essential BRDT-like function in Drosophila spermatocytes.	5	25	1.47	9.94e-05	7227.FBpp0072306,7227.FBpp0075491,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0088363	zip,Fbp1,Prm,Mhc,Lsp2
PMID:23441225	(2013) Molecular characterisation of colour formation in the prawn Fenneropenaeus merguiensis.	5	25	1.47	9.94e-05	7227.FBpp0074298,7227.FBpp0076270,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	wupA,Argk,Mhc,Tm2,Tm1
PMID:21602174	(2011) Zebrafish as a model to study cardiac development and human cardiac disease.	5	25	1.47	9.94e-05	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	zip,Mhc,Tm2,Mlc1,Tm1
PMID:21639800	(2011) Principles of unconventional myosin function and targeting.	5	25	1.47	9.94e-05	7227.FBpp0070558,7227.FBpp0072306,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	Rala,zip,Tm2,Mlc1,Tm1
PMID:31640546	(2019) A genomic analysis and transcriptomic atlas of gene expression in Psoroptes ovis reveals feeding- and stage-specific patterns of allergen expression.	6	49	1.26	0.00011	7227.FBpp0074298,7227.FBpp0076270,7227.FBpp0076320,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	wupA,Argk,Prm,Tm2,Mlc1,Tm1
PMID:26720722	(2015) A Haplotype of Two Novel Polymorphisms in Delta-Sarcoglycan Gene Increases Risk of Dilated Cardiomyopathy in Mongoloid Population.	5	26	1.45	0.00011	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,up,Mhc,Tm2,Tm1
PMID:24145055	(2014) Transcriptional regulation and alternative splicing cooperate in muscle fiber-type specification in flies and mammals.	5	26	1.45	0.00011	7227.FBpp0073682,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	up,Mhc,Tm2,Mlc1,Tm1
PMID:23391688	(2013) Functional studies of the Ciona intestinalis myogenic regulatory factor reveal conserved features of chordate myogenesis.	4	10	1.77	0.00011	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904	up,wupA,Tm2,Tm1
PMID:22704989	(2012) Tropomyosin is essential for processive movement of a class V myosin from budding yeast.	4	10	1.77	0.00011	7227.FBpp0072306,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	zip,Tm2,Mlc1,Tm1
PMID:10931867	(2000) Distinct families of Z-line targeting modules in the COOH-terminal region of nebulin.	4	10	1.77	0.00011	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:27437768	(2016) Troponin-I enhances and is required for oncogenic overgrowth.	5	27	1.44	0.00013	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088546,7227.FBpp0088904	up,wupA,Tm2,TpnC73F,Tm1
PMID:23268536	(2013) Cellular and molecular mechanisms of muscle atrophy.	6	52	1.23	0.00014	7227.FBpp0072306,7227.FBpp0074298,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	zip,wupA,Mhc,Tm2,Mlc1,Tm1
PMID:30923041	(2019) Proteomics of Asrij Perturbation in Drosophila Lymph Glands for Identification of New Regulators of Hematopoiesis.	5	28	1.42	0.00015	7227.FBpp0073682,7227.FBpp0082535,7227.FBpp0083378,7227.FBpp0084565,7227.FBpp0088904	up,Tm2,TotA,Mlc1,Tm1
PMID:25341093	(2015) Adenotrophic viviparity in tsetse flies: potential for population control and as an insect model for lactation.	4	11	1.73	0.00015	7227.FBpp0073069,7227.FBpp0075491,7227.FBpp0086879,7227.FBpp0088363	Akh,Fbp1,AQP,Lsp2
PMID:25125169	(2014) Regulation of structure and function of sarcomeric actin filaments in striated muscle of the nematode Caenorhabditis elegans.	5	28	1.42	0.00015	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0089196	up,wupA,Tm2,Tm1,chic
PMID:25134799	(2014) The roles of troponin C isoforms in the mechanical function of Drosophila indirect flight muscle.	4	11	1.73	0.00015	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904	up,wupA,Tm2,Tm1
PMID:24116005	(2013) A Kalman-filter based approach to identification of time-varying gene regulatory networks.	4	11	1.73	0.00015	7227.FBpp0072306,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0084565	zip,Prm,Mhc,Mlc1
PMID:21187898	(2010) An ABC transporter mutation is correlated with insect resistance to Bacillus thuringiensis Cry1Ac toxin.	4	11	1.73	0.00015	7227.FBpp0074180,7227.FBpp0082465,7227.FBpp0082535,7227.FBpp0088904	RpS5a,RpS5b,Tm2,Tm1
PMID:19272319	(2009) Bithorax complex genes control alary muscle patterning along the cardiac tube of Drosophila.	4	11	1.73	0.00015	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:29696831	(2018) In Vitro Tissue-Engineered Skeletal Muscle Models for Studying Muscle Physiology and Disease.	5	29	1.41	0.00017	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088546,7227.FBpp0088904	zip,Mhc,Tm2,TpnC73F,Tm1
PMID:22400118	(2012) At the Start of the Sarcomere: A Previously Unrecognized Role for Myosin Chaperones and Associated Proteins during Early Myofibrillogenesis.	5	29	1.41	0.00017	7227.FBpp0072306,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Prm,Mhc,Tm2,Tm1
PMID:22165895	(2011) Muscle wasting and the temporal gene expression pattern in a novel rat intensive care unit model.	5	29	1.41	0.00017	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	zip,Mhc,Tm2,Mlc1,Tm1
PMID:26868598	(2016) Genome-Wide Analysis Indicates Lineage-Specific Gene Loss during Papilionoideae Evolution.	4	12	1.69	0.00018	7227.FBpp0072306,7227.FBpp0075491,7227.FBpp0080452,7227.FBpp0088363	zip,Fbp1,Mhc,Lsp2
PMID:25725432	(2015) Digestive organ in the female reproductive tract borrows genes from multiple organ systems to adopt critical functions.	4	12	1.69	0.00018	7227.FBpp0073682,7227.FBpp0082535,7227.FBpp0088546,7227.FBpp0088904	up,Tm2,TpnC73F,Tm1
PMID:24143132	(2013) eIF4EBP3L acts as a gatekeeper of TORC1 in activity-dependent muscle growth by specifically regulating Mef2ca translational initiation.	5	30	1.39	0.00018	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	zip,Mhc,Tm2,Mlc1,Tm1
PMID:22701514	(2012) In silico prediction and analysis of Caenorhabditis EF-hand containing proteins.	5	30	1.39	0.00018	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0084565,7227.FBpp0088546	zip,up,wupA,Mlc1,TpnC73F
PMID:20946611	(2010) Constructing non-stationary Dynamic Bayesian Networks with a flexible lag choosing mechanism.	4	12	1.69	0.00018	7227.FBpp0072306,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0084565	zip,Prm,Mhc,Mlc1
PMID:11739412	(2001) Thin filaments elongate from their pointed ends during myofibril assembly in Drosophila indirect flight muscle.	4	12	1.69	0.00018	7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0297625	Mhc,Tm2,Tm1,tmod
PMID:28640448	(2017) Overview of the Muscle Cytoskeleton.	6	57	1.19	0.00021	7227.FBpp0073682,7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088546,7227.FBpp0088904,7227.FBpp0297625	up,wupA,Tm2,TpnC73F,Tm1,tmod
PMID:28057264	(2017) TBX5: A Key Regulator of Heart Development.	4	13	1.66	0.00023	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:27854229	(2016) Increasing Role of Titin Mutations in Neuromuscular Disorders.	4	13	1.66	0.00023	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:16857047	(2006) Thirteen is enough: the myosins of Dictyostelium discoideum and their light chains.	4	13	1.66	0.00023	7227.FBpp0072306,7227.FBpp0082535,7227.FBpp0084565,7227.FBpp0088904	zip,Tm2,Mlc1,Tm1
PMID:10629221	(2000) Requirements of Kettin, a giant muscle protein highly conserved in overall structure in evolution, for normal muscle function, viability, and flight activity of Drosophila.	4	13	1.66	0.00023	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:31991655	(2020) Impact of Melatonin on Skeletal Muscle and Exercise.	4	14	1.63	0.00028	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:28702320	(2017) Parental obesity leads to metabolic changes in the F2 generation in Drosophila.	4	14	1.63	0.00028	7227.FBpp0073069,7227.FBpp0073484,7227.FBpp0083378,7227.FBpp0083379	Akh,Lsp1alpha,TotA,TotC
PMID:27147050	(2016) Imaging Approaches to Investigate Myonuclear Positioning in Drosophila.	4	14	1.63	0.00028	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:27704041	(2016) Structure of myosin filaments from relaxed Lethocerus flight muscle by cryo-EM at 6 Aa resolution.	4	14	1.63	0.00028	7227.FBpp0072306,7227.FBpp0076320,7227.FBpp0080452,7227.FBpp0084565	zip,Prm,Mhc,Mlc1
PMID:19752024	(2009) Tropomodulin1 is required for membrane skeleton organization and hexagonal geometry of fiber cells in the mouse lens.	4	14	1.63	0.00028	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904	zip,Mhc,Tm2,Tm1
PMID:18545679	(2008) Gremlin enhances the determined path to cardiomyogenesis.	4	14	1.63	0.00028	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0080452,7227.FBpp0084565	zip,up,Mhc,Mlc1
