#submitted_item	validated_id	current_symbol
CG9925	FBgn0038191	CG9925
Ilk	FBgn0028427	Ilk
CG43346	FBgn0263051	CG43346
Smn	FBgn0036641	Smn
vap	FBgn0003969	vap
Spt-I	FBgn0086532	Spt-I
Sas10	FBgn0029755	Sas10
Mtr3	FBgn0036916	Mtr3
Hrd3	FBgn0028475	Hrd3
Psn	FBgn0284421	Psn
Jon25Bii	FBgn0031654	Jon25Bii
anon-WO02059370.23	FBgn0031632	CG15628
pit	FBgn0266581	pit
Cap-D2	FBgn0039680	Cap-D2
CT31491	FBgn0051999	CG31999
l(2)k12914	FBal0064150	Dad1[k12914]
l(2)k12914	FBgn0263852	Dad1
CG8031	FBgn0038110	CG8031
Clic	FBgn0030529	Clic
crn	FBgn0000377	crn
GstE9	FBgn0063491	GstE9
armi	FBgn0041164	armi
CG6701	FBgn0033889	CG6701
CG7694	FBgn0038627	CG7694
mRpL4	FBgn0001995	mRpL4
gammaTub37C	FBgn0010097	Î³Tub37C
cin-RB	FBtr0070064	cin-RB
ProRS-m	FBgn0027082	ProRS-m
CG15019	FBgn0035541	CG15019
Tsp66E	FBgn0035936	Tsp66E
Mob2	FBgn0259481	Mob2
GstE11	FBgn0034354	GstE11
RpL35	FBgn0029785	RpL35
Cyp6d4	FBgn0039006	Cyp6d4
sau	FBgn0267378	sau
CG42540	FBgn0260657	CG42540
CG9886	FBgn0031428	CG9886
CT16169	FBgn0035817	CG7409
CG43367	FBgn0263110	CG43367
SP78	FBgn0035670	CG10472
Cp19	FBgn0000358	Cp19
Tim9b	FBgn0027358	Tim9b
CG9776	FBgn0027866	CG9776
CG4390	FBgn0038771	CG4390
Prestin	FBgn0036770	Prestin
CG13551	FBgn0040660	CG13551
CG1311	FBgn0035523	Ctl1
AIMP2	FBgn0036515	AIMP2
CG3662	FBgn0031285	CG3662
CG2082	FBgn0027608	CG2082
CG18067	FBgn0034512	Bbd
Indy	FBgn0036816	Indy
BP1001	FBgn0053258	CG33258
SNRPG	FBgn0261791	SNRPG
CG7789	FBgn0039698	CG7789
CG15347-RB	FBtr0302500	CG15347-RB
CG15067	FBgn0034331	BomBc2
Cys	FBgn0004629	Cys
Cys	FBgn0004179	Csp
msi	FBgn0011666	msi
Arf51F	FBgn0013750	Arf51F
Cht6	FBgn0263132	Cht6
RpS15	FBgn0034138	RpS15
mRpS16	FBgn0033907	mRpS16
sds22	FBgn0028992	sds22
CG2065	FBgn0033204	CG2065
CT18701	FBgn0259140	CG42255
RpL21	FBgn0032987	RpL21
Ublcp1	FBgn0027526	Ublcp1
l(3)07882	FBgn0010926	l(3)07882
l(3)07882	FBal0009604	l(3)07882[07882]
CG2614	FBgn0032873	CG2614
Spn88Ea	FBgn0028984	Spn88Ea
sud1	FBgn0265189	sud1
CG8974	FBgn0030693	sordd1
flfl	FBgn0024555	flfl
Acox57D-p	FBgn0034628	Acox57D-p
csw	FBgn0000382	csw
CG11035	FBgn0037544	CG11035
Rcd1	FBgn0033897	Rcd1
Rcd1	FBgn0031047	Rcd-1
CG6153	FBgn0032445	CG6153
CG16826	FBgn0032505	CG16826
Pfdn1	FBgn0031776	Pfdn1
Lnk	FBgn0028717	Lnk
Gbeta5	FBgn0030011	GÎ²5
Cpr66D	FBgn0052029	Cpr66D
CG11147	FBgn0031734	CG11147
CG18812	FBgn0042135	Gdap2
Mad1	FBgn0026326	Mad1
Mad1	FBal0044913	Mad[1]
Nak	FBgn0015772	Nak
Mtch	FBgn0027786	Mtch
CG10915	FBgn0034308	Naus
p115	FBgn0040087	p115
CG17528	FBgn0261387	CG17528
CG8323	FBgn0033903	CG8323
MTA1-like	FBgn0027951	MTA1-like
Drice	FBgn0019972	Drice
CG12945-RB	FBtr0113214	CG12945-RB
CG32069	FBgn0052069	CG32069
SkpB	FBgn0026176	SkpB
eIF4G2	FBgn0260634	eIF4G2
waw	FBgn0024182	waw
mib2	FBgn0086442	mib2
nclb	FBgn0263510	nclb
primo-1	FBgn0040077	primo-1
CG18178	FBgn0036035	CG18178
RfC4	FBgn0260985	RfC4
Dlg5	FBgn0032363	Dlg5
BEST:GH05015	FBgn0264494	CG17646
GstE7	FBgn0063493	GstE7
CG9065-RA	FBtr0073966	Cox17-RA
CG8773-RB	FBtr0290037	CG8773-RB
yellow-f2	FBgn0038105	yellow-f2
ncd	FBgn0002924	ncd
ncd	FBal0012910	ncd[1]
ncd	FBal0012911	ncd[2]
GstO2	FBgn0035906	GstO2
tex	FBgn0037569	tex
CalpB	FBgn0025866	CalpB
Spn	FBgn0010905	Spn
Rpn11	FBgn0028694	Rpn11
CG9004	FBgn0035336	CG9004
38C.22	FBgn0259998	CG17571
miple2	FBgn0029002	miple2
Ggt-1	FBgn0030932	Ggt-1
CG6465	FBgn0037818	CG6465
CG8441	FBgn0034086	CG8441
CG6364	FBgn0263398	Uck
CG18327	FBgn0033904	CG18327
Irk2	FBgn0039081	Irk2
CG5515-RA	FBtr0084574	CG5515-RA
CG8066	FBgn0038243	CG8066
levy	FBgn0034877	levy
RpL24-like	FBgn0037899	RpL24-like
Cyp6a18	FBgn0039519	Cyp6a18
dop	FBgn0267390	dop
dop	FBal0198514	dop[1]
dop	FBgn0035538	DopEcR
RAF2	FBgn0036624	RAF2
Send1	FBgn0031406	Send1
CG3817	FBgn0038275	CG3817
Sec6	FBgn0266671	Sec6
EG:115C2.1	FBgn0025640	CG13369
dup	FBgn0000996	dup
dmGlut	FBgn0010497	dmGlut
RpS21	FBgn0015521	RpS21
CG4957	FBgn0032205	CG4957
NLaz	FBgn0053126	NLaz
cpx	FBgn0041605	cpx
cpx	FBti0100641	P{PT1}cpx[21]
CG3860	FBgn0034951	CG3860
CG11883	FBgn0033538	CG11883
Hmgs	FBgn0010611	Hmgs
CG8531	FBgn0033918	CG8531
CG8028	FBgn0031010	CG8028
CG11486	FBgn0035397	PAN3
CG33672-RA	FBtr0091651	CG33672-RA
CG4951	FBgn0039563	CG4951
CG4619	FBgn0032166	CG4619
Rab14	FBgn0015791	Rab14
Fur2	FBgn0004598	Fur2
barc	FBgn0037081	barc
r2d2	FBgn0031951	r2d2
RIOK2	FBgn0039306	RIOK2
CT39259	FBgn0031360	CG31937
par-6	FBgn0026192	par-6
AIMP2	FBgn0036515	AIMP2
Drip	FBgn0015872	Drip
CG10623	FBgn0032727	CG10623
Adck	FBgn0035039	Adck1
poly	FBgn0086371	poly
jdp	FBgn0027654	jdp
Gprk2	FBgn0261988	Gprk2
Gprk2	FBtp0083078	P{UAS-Gprk2.Cb}
boca	FBgn0004132	boca
CG12056	FBgn0030099	CG12056
CG14215	FBgn0031052	Elys
CG3964	FBgn0031574	TTLL4B
CG4554	FBgn0034734	CG4554
CG11710	FBgn0031115	CG11710
CG7882	FBgn0033047	CG7882
SmydA-7	FBgn0034182	SmydA-7
ubl	FBgn0022224	ubl
Zcchc7	FBgn0036668	Zcchc7
Obp83a	FBgn0011281	Obp83a
CG11882-RA	FBtr0085411	CG11882-RA
MESK2	FBgn0043070	MESK2
Cp15	FBgn0000355	Cp15
elm	FBgn0037358	elm
Pmi	FBgn0044419	Pmi
Grx1	FBgn0036820	Grx1
CG17168	FBgn0039943	CG17168
Miga	FBgn0030037	Miga
mRpL45	FBgn0263863	mRpL45
Cha	FBgn0000302	cha
Cha	FBgn0000303	ChAT
RpL36A	FBgn0031980	RpL36A
Ace	FBgn0000024	Ace
Ace	FBtp0084061	P{hb[Î.Ace]}
wisp	FBgn0260780	wisp
Gem3	FBgn0011802	Gem3
mfrn	FBgn0039561	mfrn
CG42232	FBgn0250754	CG42232
CG14805-RA	FBtr0070312	CG14805-RA
PNPase	FBgn0039846	PNPase
Cypl	FBgn0035141	Cypl
pinta	FBgn0038966	pinta
pinta	FBal0194700	pinta[1]
Usp2	FBgn0031187	Usp2
CG17202	FBgn0038043	CG17202
CG1582	FBgn0030246	CG1582
CG10217-RA	FBtr0084465	udt-RA
BEST:LD31953	FBgn0032200	CG5676
nej	FBgn0261617	nej
SmB	FBgn0262601	SmB
UQCR-6.4	FBgn0034245	UQCR-6.4
Rpb7	FBgn0051155	Polr2G
atms	FBgn0010750	atms
CG7185	FBgn0035872	Cpsf6
ear	FBgn0026441	ear
Src42A	FBgn0264959	Src42A
CG1364	FBgn0004132	boca
CG1364	FBgn0050499	Rpe
mRpL2	FBgn0036135	mRpL2
Cyt-b5-r	FBgn0000406	Cyt-b5-r
CG8188	FBgn0030863	CG8188
Eglp4	FBgn0034885	Eglp4
CG2200	FBgn0030447	CG2200
CG34132	FBgn0083968	CG34132
BcDNA:RE35747	FBgn0032240	CG17768
CG12007	FBgn0037293	RabGGTa
CG6511	FBgn0035923	CG6511
NT5E-2	FBgn0050104	NT5E-2
elav	FBgn0260400	elav
elav	FBti0002575	P{GawB}elav[C155]
elav	FBti0100257	P{PT1}elav[95]
elav	FBtp0000743	P{GAL4-elav.L}
elav	FBtp0051954	P{elav-GAL4.U}
anon-WO0118547.123	FBgn0032703	CG10343
Pngl	FBgn0033050	Pngl
CG11236	FBgn0031860	Daao2
Zw10	FBgn0004643	Zw10
mRpL32	FBgn0039835	mRpL32
rg	FBgn0266098	rg
Mct1	FBgn0023549	Mct1
CG5543	FBgn0034908	CG5543
CG30197	FBgn0050197	CG30197
CG4524	FBgn0052573	CG32573
CG8004	FBgn0036920	CG8004
Bx42	FBgn0004856	Bx42
imd	FBgn0013983	imd
imd	FBal0045906	imd[1]
CG7987	FBgn0038244	CG7987
CREG	FBgn0025456	CREG
l(2)k14505	FBgn0021856	l(2)k14505
l(2)k14505	FBal0064104	l(2)k14505[k14505]
mRpL11	FBgn0038234	mRpL11
CG43693	FBgn0263776	CG43693
Tim8	FBgn0027359	Tim8
CG11880	FBgn0039637	Ctl2
CG12484	FBgn0086604	side-VIII
CG11400	FBgn0034198	CG11400
GluRS-m	FBgn0036629	GluRS-m
mmy	FBgn0259749	mmy
ball	FBgn0027889	ball
CG1358-RB	FBtr0088949	CG1358-RB
CG12567	FBgn0039958	CG12567
U2af50	FBgn0005411	U2af50
Hexo1	FBgn0041630	Hexo1
CG32441	FBgn0052441	EMC10
CDase	FBgn0039774	CDase
Pkn	FBgn0020621	Pkn
Pkn	FBgn0031855	meng
CG18661	FBgn0040964	CG18661
l(2)not	FBgn0011297	Alg3
CG12766	FBgn0035476	CG12766
anon-i1	FBgn0015359	CG2034
CG31694	FBgn0051694	Ifrd1
Vamp7	FBgn0266186	Vamp7
Atg18a	FBgn0035850	Atg18a
CG13917	FBgn0035237	CG13917
Rab35	FBgn0031090	Rab35
Npc1b	FBgn0261675	Npc1b
CG9705	FBgn0036661	CG9705
CG13392	FBgn0032033	CG13392
Tlk	FBgn0283657	Tlk
38C.55	FBgn0032864	CG2493
lark	FBgn0011640	lark
EG:171D11.2	FBgn0023536	CG3156
Arpc4	FBgn0284255	Arpc4
jagn	FBgn0037374	jagn
Ddx1	FBgn0015075	Ddx1
CG34284	FBgn0085313	CG34284
ND-51L1	FBgn0034251	ND-51L1
Ugt86Dd	FBgn0040256	Ugt35C1
Rab6	FBgn0015797	Rab6
NHP2	FBgn0029148	NHP2
Pkcdelta	FBgn0287828	PkcÎ´
Chmp1	FBgn0036805	Chmp1
sra	FBgn0086370	sra
CG15618	FBgn0031077	THADA
Stt3B	FBgn0011336	Stt3B
cpb	FBgn0011570	cpb
CG4159	FBgn0038811	Pus1
CG1983	FBgn0039751	CG1983
Cul5	FBgn0039632	Cul5
CG12338	FBgn0033543	Daao1
CG33970	FBgn0053970	osy
BEST:LD25345	FBgn0027070	Ugt36E1
EG:95B7.9	FBgn0024973	CG2701
CG33514	FBgn0053514	CG33514
heix	FBgn0028375	heix
mRpL27	FBgn0053002	mRpL27
Uro	FBgn0003961	Uro
Eip71CD	FBgn0000565	MsrA
CG12811	FBgn0037779	CG12811
CG6723-RA	FBtr0082405	CG6723-RA
ome	FBgn0259175	ome
Irbp	FBgn0011774	Irbp
Fmo-2	FBgn0033079	Fmo-2
CG3409-RA	FBtr0086140	chk-RA
anon-WO0172774.118	FBgn0035981	CG4452
ATPsynG	FBgn0010612	ATPsynG
ric8a	FBgn0028292	ric8a
Rap2l	FBgn0283666	Rap2l
CG10226	FBgn0035695	CG10226
nSyb	FBgn0013342	nSyb
CG17931	FBgn0038421	CG17931
PIG-T	FBgn0030035	PIG-T
Pex1	FBgn0013563	Pex1
cN-IIIB	FBgn0034988	cN-IIIB
CG42336	FBgn0259238	CG42336
Nipsnap	FBgn0030724	Nipsnap
CG5854	FBgn0039130	CG5854
CG17565	FBgn0038424	Fntb
CG4733-RA	unknown ID	-
CG3436	FBgn0031229	CG3436
CG7328	FBgn0036942	CG7328
CG11444	FBgn0029715	CG11444
CG5321	FBgn0030575	CG5321
Ero1L	FBgn0261274	Ero1L
BcDNA:GH03108	FBgn0027599	CG2790
IntS14	FBgn0031314	IntS14
Mgstl	FBgn0025814	Mgstl
MtnE	FBgn0262146	MtnE
CG1704	FBgn0064116	anox
CG1704	FBgn0064117	SLIRP1
CG14509	FBgn0039647	jus
CG2794	FBgn0031265	CG2794
CG1882	FBgn0033226	puml
U2A	FBgn0033210	U2A
CG14661	FBgn0037288	CG14661
Dhap-at	FBgn0040212	Gnpat
arm	FBgn0000117	arm
arm	FBtp0001210	P{GAL4-arm.S}
SF1	FBgn0025571	SF1
SF1	FBal0008425	PolG2[1]
SF1	FBal0147523	SF-1[2.3]
SF1	FBgn0062258	SF-1
SF1	FBtp0087235	P{CaSpeR.SF1}
CG17065	FBgn0031099	CG17065
CG2064	FBgn0033205	CG2064
Nipped-B	FBgn0026401	Nipped-B
Sptr	FBgn0014032	Sptr
RpS29	FBgn0261599	RpS29
mei-9	FBgn0002707	mei-9
mei-9	FBal0012171	mei-9[a]
CG14100	FBgn0036889	CG14100
tutl	FBgn0010473	tutl
Kap-alpha1	FBgn0024889	Kap-Î±1
zye	FBgn0036985	zye
alpha-Est3	FBgn0015571	Î±-Est3
lectin-28C	FBgn0040099	lectin-28C
RhoGAP68F	FBgn0036257	RhoGAP68F
CG16953	FBgn0038809	CG16953
RhoGAP92B	FBgn0038747	RhoGAP92B
CG6227	FBgn0030631	Prp5
CG31030	FBgn0051030	VhaAC45RP
Ranbp16	FBgn0053180	Ranbp16
BcDNA:LD31024	FBgn0037199	EMC4
CG9813	FBgn0038143	CG9813
Prx5-RA	FBtr0100619	Prx5-RA
CkIIalpha	FBgn0264492	CkIIÎ±
CG8777	FBgn0033376	CG8777
Invadolysin	FBgn0086359	Invadolysin
BEST:GH23590	FBgn0042092	Polr1F
CG9135	FBgn0031769	CG9135
Map60	FBgn0010342	Map60
rdgB	FBgn0003218	rdgB
AlaRS-m	FBgn0028962	AlaRS-m
CG2046	FBgn0037378	PSMG1
Chd1	FBgn0250786	Chd1
CG17189	FBgn0039485	CG17189
thoc5	FBgn0034939	thoc5
Dat	FBgn0034136	DAT
Dat	FBgn0287831	speck
CG1441	FBgn0033464	CG1441
Cdk5	FBgn0013762	Cdk5
CG12374	FBgn0033774	CG12374
CG4511	FBgn0037843	CG4511
CG2100	FBgn0037369	CG2100
scny	FBgn0260936	scny
GstD7	FBgn0010043	GstD7
Pgam5	FBgn0023517	Pgam5
CG3638	FBgn0261444	CG3638
CG3040	FBgn0029925	CG3040
eater	FBgn0243514	eater
lwr	FBgn0010602	lwr
CG8142	FBgn0030871	CG8142
CenB1A	FBgn0039056	CenB1A
CG5412	FBgn0038806	CG5412
CG18842	FBgn0000377	crn
CG18842	FBgn0023525	CG3191
CG4020	FBgn0029821	CG4020
PheRS-m	FBgn0275436	PheRS-m
151989_at	FBgn0031645	CG3036
RpL27A	FBgn0285948	RpL27A
AhcyL2	FBgn0015011	AhcyL2
CG4721-RA	FBtr0084317	Nepl15-RA
TpnC25D	FBgn0031692	TpnC25D
Tsc1	FBgn0026317	Tsc1
CG43074	FBgn0262484	CG43074
CG18585	FBgn0031929	CG18585
CG31522	FBgn0051522	CG31522
janA	FBgn0001280	janA
Ssrp	FBgn0010278	Ssrp
Dhfr	FBgn0004087	Dhfr
l(2)34Fc	FBgn0261534	l(2)34Fc
CG8891	FBgn0031663	CG8891
CG9062	FBgn0033607	CG9062
Inx3	FBgn0265274	Inx3
Rab18	FBgn0015794	Rab18
CG8207	FBgn0034035	CG8207
anon-SAGE:Wang-073	FBgn0250836	Acbp3
His4	FBgn0001200	His4
His4	FBgn0051611	His4:CG31611
UQCR-Q	FBgn0036728	UQCR-Q
CG10671	FBgn0035586	Fitm
CG9993	FBgn0034553	CG9993
ifc	FBgn0001941	ifc
VhaM8.9	FBgn0037671	ATP6AP2
Arp10	FBgn0031050	Arp10
CG10420	FBgn0039296	Sil1
CG2926	FBgn0037344	CG2926
Ndae1	FBgn0259111	Ndae1
bsk	FBgn0000229	bsk
CG9961	FBgn0031451	CG9961
BcDNA:RH62365	FBgn0031700	CG14022
CG1809	FBgn0033423	Alp6
CG1809	FBgn0042132	CG18809
dhd	FBgn0011761	dhd
Nmd3	FBgn0023542	Nmd3
CG13893	FBgn0035146	CG13893
UQCR-11	FBgn0260008	UQCR-11
CG16700-RA	FBtr0074383	CG16700-RA
Su(fu)	FBgn0005355	Su(fu)
Tango11	FBgn0050404	Tango11
CG7646	FBgn0036926	CG7646
CG17560	FBgn0038450	CG17560
Vps11	FBgn0052350	Vps11
Oatp58Dc	FBgn0034716	Oatp58Dc
rho-4	FBgn0030318	rho-4
CG34215	FBgn0085244	CG34215
CG43090	FBgn0262536	CG43090
Pcmt	FBgn0086768	Pcmt
Idgf5	FBgn0064237	Idgf5
RpL37a	FBgn0030616	RpL37a
RpL37a	FBgn0261608	RpL37A
CG11811	FBgn0036099	CG11811
SelD	FBgn0261270	Sps1
CG42518	FBgn0260392	CG42518
sda	FBgn0039647	jus
sda	FBgn0285963	CG46339
spartin	FBgn0037265	spartin
RhoGAP15B	FBgn0030808	RhoGAP15B
CG3262	FBgn0032986	CG3262
snama	FBgn0086129	snama
CG9286	FBgn0038183	CG9286
prp40	FBgn0031492	Prp40
Ugt86Da	FBgn0040259	Ugt302C1
Hpr1	FBgn0037382	Hpr1
STUB1	FBgn0027052	STUB1
CT15463	FBgn0035779	CG8562
CG1902	FBgn0033434	CG1902
form3	FBgn0053556	form3
p24-2	FBgn0053105	p24-2
CG7741	FBgn0033615	CG7741
CG3884-RB	unknown ID	-
Ime4	FBgn0039139	Mettl3
Sema1a	FBgn0011259	Sema1a
Sema1a	FBtp0009128	P{UAS-sema-I.Y}
Peritrophin-A	FBgn0022770	Peritrophin-A
uri	FBgn0035025	uri
CG34133	FBgn0083969	CG34133
mtSSB	FBgn0010438	mtSSB
CG32267	FBgn0052267	CG32267
CG1637	FBgn0030245	CG1637
bys	FBgn0010292	bys
CG18003	FBgn0061356	Hao
yin	FBgn0265575	yin
CG12375	FBgn0031987	CG12375
cer	FBgn0034443	cer
Aats-met-m	FBgn0027083	MetRS-m
BcDNA:GH04637	FBgn0028497	Mtmr6
CG10962-RB	FBtr0071263	CG10962-RB
SerRS-m	FBgn0021750	SerRS-m
nec	FBgn0002930	nec
SMC3	FBgn0015615	SMC3
rsf-1	FBgn0026577	CG8677
CG8405	FBgn0034071	CG8405
CG14483	FBgn0034248	CG14483
CG8326	FBgn0030851	CG8326
BcDNA:RE15216	FBgn0053217	CG33217
rod	FBgn0003268	rod
CG17691	FBgn0039993	CG17691
CG17209	FBgn0030687	Polr3A
CG10208	FBgn0039118	CG10208
ssp3	FBgn0032723	ssp3
Fnta	FBgn0031633	Fnta
NKCC	FBgn0051547	NKCC
NKCC	FBgn0036279	Ncc69
DNaseII	FBgn0000477	DNaseII
BcDNA:GH05536	FBgn0027586	CG5867
Slbp	FBgn0041186	Slbp
BCAS2	FBgn0039558	BCAS2
CG14528	FBgn0039611	Nepl18
BcDNA:RE58243	FBgn0085423	GramD1B
SP1173	FBgn0035710	SP1173
p120ctn	FBgn0260799	p120ctn
Nf1	FBgn0015269	Nf1
MtnB	FBgn0002869	MtnB
CG11788	FBgn0034495	CG11788
CG42307	FBgn0259203	CG42307
CG34117	FBgn0083953	CG34117
Taf6	FBgn0010417	Taf6
PIG-S	FBgn0265190	PIG-S
CG17278	FBgn0046763	peg
CG12355	FBgn0040805	CG12355
CG10585	FBgn0037044	Pdss2
PDCD-5	FBgn0036580	PDCD-5
Atu	FBgn0019637	Atu
CG7506	FBgn0035805	CG7506
CG10914	FBgn0034307	CG10914
Sec8	FBgn0266672	Sec8
Ugt58Fa	FBgn0040091	Ugt317A1
Sep1	FBgn0011710	Septin1
AnxB11	FBgn0030749	AnxB11
CG13284	FBgn0032614	CG13284
Phos5567	FBgn0036760	CG5567
CG5510	FBgn0039160	CG5510
l(1)dd4	FBgn0001612	Grip91
Gal	FBgn0001089	Gal
CG34150	FBgn0083986	CG34150
Obp19c	FBgn0031111	Obp19c
4E-T	FBgn0052016	4E-T
CG4753	FBgn0036622	Agpat4
mRpS6	FBgn0035534	mRpS6
Cg25C	FBgn0000299	Col4a1
Ntf-2	FBgn0031145	Ntf-2
oys	FBgn0033476	oys
CG9246	FBgn0032925	CG9246
CG9300	FBgn0036886	CG9300
dare	FBgn0015582	dare
CG11200	FBgn0034500	CG11200
CG7044-RA	FBtr0084035	CG7044-RA
LSm7	FBgn0261068	LSm7
Coq3	FBgn0032922	Coq3
Pde1c	FBgn0264815	Pde1c
mbc	FBgn0015513	mbc
Slu7	FBgn0039626	Slu7
CG2258	FBgn0029997	CG2258
CG2091	FBgn0037372	CG2091
Faa	FBgn0016013	Faa
anon-SAGE:Wang-027	FBgn0250833	CG34461
anon-WO0118547.349	FBgn0035763	mrva
mRpS14	FBgn0044030	mRpS14
CG18508-RA	FBtr0070543	CG18508-RA
CG6073	FBgn0039417	CG6073
CG12018	FBgn0027903	PolD2
CG15570	FBgn0029697	CG15570
Orc5	FBgn0015271	Orc5
Spase22-23	FBgn0039172	Spase22-23
Fdx1	FBgn0011769	Fdx1
CG17271-RB	FBtr0110823	CG17271-RB
MFS9	FBgn0038799	MFS9
CG1628	FBgn0030218	CG1628
CG12138	FBgn0050008	CG30008
CG12138	FBgn0285892	tea
Rac1	FBgn0010333	Rac1
Rac1	FBgn0014011	Rac2
CG8176	FBgn0037702	CG8176
CG1657	FBgn0030286	Gapvd1
cutlet	FBgn0015376	cutlet
Mesh1	FBgn0039650	Mesh1
RpLP0-like	FBgn0033485	RpLP0-like
CG14445	FBgn0029851	CG14445
CG8080	FBgn0033373	CG8080
Smyd5	FBgn0038869	Smyd5
igl	FBgn0013467	igl
anon-WO0172774.58	FBgn0036301	CG4069
CG7084	FBgn0038938	CG7084
CG42496-RA	FBtr0300625	CG42496-RA
CG3513	FBgn0031559	CG3513
mim	FBgn0053558	mim
CG42795	FBgn0261928	CG42795
barr	FBgn0014127	barr
CG11523	FBgn0037156	CG11523
CG12177	FBgn0030510	CG12177
Cp16	FBgn0000356	Cp16
Dscam1	FBgn0033159	Dscam1
CG14544	FBgn0039407	CG14544
CG9782	FBgn0030763	CG9782
Tim10-RA	FBtr0071676	Tim10-RA
Tsp	FBgn0031850	Tsp
Ubc6	FBgn0004436	Ubc6
CG31278	FBgn0051278	CG31278
ZnT35C	FBgn0028516	ZnT35C
CG2023	FBgn0037383	Sec20
CG4751	FBgn0032348	CG4751
CG33054	FBgn0053054	CG33054
CG17598	FBgn0031194	CG17598
CG1234	FBgn0037489	CG1234
Cpr97Ea	FBgn0039480	Cpr97Ea
mt:ND5	FBgn0013684	mt:ND5
Moca-cyp	FBgn0039581	Moca-cyp
mRpL17	FBgn0035122	mRpL17
nsl1	FBgn0262527	nsl1
nsl1	FBgn0027259	Kmn1
ImpL2	FBgn0001257	ImpL2
CG12384	FBgn0033624	CG12384
Zip99C	FBgn0039714	Zip99C
Tbc1d15-17	FBgn0031233	Tbc1d15-17
BcDNA.GH12326	unknown ID	-
CG31510-RA	FBtr0084783	CG31510-RA
SCCRO	FBgn0036510	SCCRO
betaggt-I	FBgn0015000	Î²ggt-I
CG31126	FBgn0051126	CG31126
CG11975	FBgn0037648	CG11975
UbcE2H	FBgn0029996	UbcE2H
CG30460	FBgn0050460	CG30460
EndoU	FBgn0038381	EndoU
Nle	FBgn0021874	Nle
Atg16	FBgn0039705	Atg16
CSN5	FBgn0027053	CSN5
hoip	FBgn0286786	hoip
CG5776	FBgn0032450	CG5776
sm	FBgn0003435	sm
sm	FBal0015761	smk[1]
sm	FBgn0003441	smk
Cip4	FBgn0035533	Cip4
Vps28	FBgn0021814	Vps28
Prip	FBgn0033635	Prip
mt:CoII	FBgn0013675	mt:CoII
CG8814	FBgn0031478	CG8814
CG15611	FBgn0034194	CG15611
eIF2Balpha	FBgn0039726	eIF2BÎ±
BcDNA:GH07269	FBgn0028490	CG31705
CG4552	FBgn0031304	TBC1D23
Liprin-alpha	FBgn0046704	Liprin-Î±
CG15894	FBgn0029864	CG15894
rdgBbeta	FBgn0027872	rdgBÎ²
Src64B	FBgn0262733	Src64B
CG18417	FBgn0035780	CG18417
yata	FBgn0260990	yata
CG14977	FBgn0035469	Lamtor4
Nbr	FBgn0032924	Nbr
Surf6	FBgn0038746	Surf6
BEST:LD24839	FBgn0032635	CG15141
BcDNA:RH70154	FBgn0032472	CG9928
CG9393	FBgn0037710	CG9393
Rsf1	FBgn0011305	Rsf1
CG5001	FBgn0031322	CG5001
Dic1	FBgn0027610	Dic1
CG12128	FBgn0033473	CG12128
CG9780	FBgn0037230	Nepl11
Obp83cd	FBgn0046878	Obp83cd
Nup93-2	FBgn0038274	Nup93-2
CG5068	FBgn0035951	CG5068
or	FBgn0003008	or
or	FBal0013279	or[1]
or	FBgn0020796	oculi-rugosissimi
wds	FBgn0040066	wds
LBR	FBgn0034657	LBR
trus	FBgn0038055	trus
mus101	FBgn0002878	mus101
CG8368	FBgn0286051	Rexo5
CG31793	FBgn0051793	CG31793
CG15617-RA	FBtr0087083	CG15617-RA
CG4407	FBgn0030431	CG4407
qkr58E-2	FBgn0022985	qkr58E-2
csul	FBgn0015925	csul
Su(var)2-HP2	FBgn0026427	Su(var)2-HP2
Myb	FBgn0002914	Myb
Rassf	FBgn0039055	Rassf
Not10	FBgn0260444	Not10
jef	FBgn0033958	jef
Pcyt1	FBgn0041342	Pcyt1
CG14419	FBgn0029639	CG14419
GstO1	FBgn0035907	GstO1
cln3	FBgn0036756	Cln3
ox	FBgn0011227	ox
Cdk7	FBgn0263237	Cdk7
mRpS21	FBgn0044511	mRpS21
Tsp42Ea	FBgn0029508	Tsp42Ea
CG31086	FBgn0051086	CG31086
Efa6	FBgn0051158	Efa6
Brd8	FBgn0039654	Brd8
Reps	FBgn0032341	Reps
c12.1	FBgn0040235	c12.1
Kank	FBgn0027596	Kank
CG5021	FBgn0035944	CG5021
SLIRP1	FBgn0064117	SLIRP1
Alr	FBgn0031068	Alr
frj	FBgn0031815	frj
Obp83g	FBgn0046875	Obp83g
BcDNA:GM03875	FBgn0051635	CG31635
Kcmf1	FBgn0037655	Kcmf1
Rrp42	FBgn0034065	Rrp42
CG7781	FBgn0032021	CG7781
Rpb5	FBgn0033571	Polr2E
CG3295	FBgn0034573	Sou
CG32834	FBgn0052834	CG32834
pgant9	FBgn0050463	Pgant9
CG5726	FBgn0034313	CG5726
DCTN3-p24	FBgn0010622	DCTN3-p24
HADC[CG6746]	FBgn0032394	Hacd1
mTTF	FBgn0028530	mTTF
Lk6	FBgn0017581	Lk6
CG2247	FBgn0030320	CG2247
ck	FBgn0000317	ck
ck	FBgn0002466	sti
CG31855	FBgn0051855	CG31855
spin	FBgn0086676	spin
spin	FBal0150807	Fas2[spin]
Mal-A3	FBgn0002571	Mal-A3
sel	FBgn0263260	sel
cpa	FBgn0034577	cpa
Wbp2	FBgn0036318	Wbp2
